age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
0.301,3,0.115,9,13,4,3,1,4,0,0,0,35,38,0
0.123,3,0.016,15,10,4,13,1,4,1,0,0,50,38,0
0.384,3,0.220,11,9,2,2,0,4,1,0,0,45,38,0
0.027,3,0.140,15,10,4,12,3,4,1,0,0,20,38,0
0.247,3,0.063,11,9,0,4,1,4,1,0,0,65,38,0
0.123,3,0.188,15,10,2,7,0,4,1,0,0,25,38,0
0.000,3,0.009,0,6,4,7,3,4,1,0,0,16,38,0
0.384,3,0.172,9,13,2,3,0,4,1,0,0,50,38,1
0.205,-1,0.425,9,13,0,-1,4,4,0,0,0,40,38,0
0.342,3,0.109,9,13,2,3,0,4,1,0,0,40,38,1
0.041,3,0.131,15,10,4,7,3,4,1,0,0,16,38,0
0.438,1,0.127,11,9,2,10,0,4,1,0,0,40,38,0
0.151,3,0.033,11,9,0,3,1,4,1,0,0,55,38,0
0.027,3,0.123,15,10,4,11,3,4,0,0,0,20,38,0
0.384,-1,0.058,11,9,0,-1,1,4,0,0,0,40,38,0
0.342,3,0.192,15,10,0,6,1,4,1,0,0,45,38,0
0.014,3,0.211,11,9,4,11,3,4,0,0,0,40,-1,0
0.288,4,0.063,11,9,0,2,1,4,1,0,0,40,38,0
0.425,5,0.121,10,16,2,9,0,4,1,0,1902,60,38,1
0.575,1,0.061,9,13,2,9,5,4,0,0,0,45,38,1
0.671,-1,0.175,5,4,0,-1,1,4,1,0,0,40,38,0
0.644,3,0.152,4,3,6,7,1,2,0,0,0,16,38,0
0.397,3,0.283,12,14,4,9,1,4,1,0,0,40,38,0
0.233,3,0.061,11,9,5,0,4,4,1,0,0,40,38,0
0.000,-1,0.085,0,6,4,-1,3,4,1,0,0,20,38,0
0.425,0,0.066,15,10,0,3,1,4,1,0,0,40,38,0
0.178,3,0.096,14,15,6,7,1,4,1,0,0,35,38,0
0.466,6,0.095,8,11,2,12,0,4,1,0,0,40,38,1
0.384,3,0.023,11,9,0,0,1,4,0,0,0,28,38,0
0.397,3,0.128,7,12,5,3,4,4,0,0,0,40,38,0
0.192,3,0.139,2,8,4,5,1,2,1,0,0,40,-1,0
0.562,6,0.019,9,13,2,3,0,4,1,0,0,40,38,0
0.384,3,0.077,12,14,0,9,4,4,0,0,0,50,38,0
0.233,5,0.109,12,14,4,9,3,4,1,0,0,50,4,0
0.274,3,0.270,11,9,3,4,4,3,1,0,0,40,25,0
0.616,3,0.110,6,5,6,7,4,2,0,0,0,25,38,0
0.274,3,0.072,9,13,2,9,0,4,1,0,0,50,38,1
0.315,3,0.143,9,13,2,0,0,4,1,0,0,50,38,1
0.014,3,0.127,11,9,4,0,2,4,0,0,0,30,38,0
0.123,3,0.098,9,13,4,11,3,4,1,0,0,45,38,0
0.110,3,0.126,9,13,4,3,1,4,1,0,0,50,38,0
0.562,-1,0.069,15,10,2,-1,0,2,1,0,0,30,38,0
0.466,3,0.147,0,6,6,7,1,4,0,0,0,40,38,0
0.370,3,0.224,9,13,4,9,1,4,1,27828,0,40,38,1
0.205,0,0.078,9,13,2,9,0,4,1,0,0,40,38,1
0.671,3,0.110,15,10,0,0,1,4,0,0,0,20,38,0
0.384,3,0.024,9,13,2,9,0,4,1,0,0,42,38,1
0.452,3,0.079,11,9,2,2,0,4,1,0,0,60,38,1
0.068,3,0.066,15,10,4,5,3,4,1,0,0,32,38,0
0.082,3,0.018,11,9,2,11,0,4,1,0,0,40,38,0
0.123,-1,0.063,11,9,1,-1,5,4,0,0,1651,42,38,0
0.630,5,0.158,9,13,2,9,0,4,1,0,0,50,38,0
0.260,3,0.059,15,10,2,9,0,4,1,0,1887,40,38,1
0.616,3,0.104,11,9,0,3,4,4,0,0,0,40,38,0
0.041,3,0.068,0,6,4,2,3,4,1,0,0,40,38,0
0.699,3,0.101,0,6,2,11,0,4,1,0,0,16,38,0
0.288,3,0.051,15,10,2,2,0,4,1,0,0,40,38,0
0.342,5,0.107,11,9,2,2,0,4,1,0,2002,40,38,0
0.452,3,0.146,11,9,2,13,0,4,1,0,0,40,38,0
0.329,4,0.071,15,10,2,4,0,4,1,0,0,65,38,0
0.274,3,0.091,15,10,2,2,0,4,1,0,0,55,38,0
0.808,3,0.130,11,9,6,10,1,4,0,7896,0,18,38,0
0.014,3,0.045,6,5,4,6,3,4,1,0,0,40,25,0
0.233,3,0.567,11,9,2,2,0,4,1,0,0,40,26,0
0.096,3,0.014,11,9,4,7,4,4,0,0,0,35,38,0
0.192,3,0.206,11,9,4,7,4,4,0,0,0,40,25,0
0.260,4,0.010,8,11,2,11,0,4,1,0,0,60,38,0
0.274,1,0.140,11,9,2,10,0,4,1,7688,0,35,38,1
0.411,3,0.139,11,9,3,11,4,4,0,0,0,20,4,0
0.342,1,0.088,11,9,6,13,4,4,0,0,0,40,38,0
0.411,3,0.169,9,13,4,11,1,2,1,0,0,60,38,1
0.274,0,0.119,15,10,2,0,0,4,1,0,0,40,29,1
0.123,5,0.252,11,9,2,3,0,4,1,0,0,40,38,0
0.164,0,0.032,9,13,4,9,1,4,0,0,0,40,38,0
0.315,3,0.029,9,13,2,9,5,4,0,0,0,40,38,1
0.384,3,0.155,11,9,2,5,0,4,1,0,0,48,38,1
0.260,3,0.055,11,9,2,2,5,4,0,0,0,30,38,0
0.027,3,0.225,11,9,4,11,1,2,0,0,0,35,38,0
0.247,3,0.307,11,9,2,6,0,2,1,0,0,40,38,0
0.685,3,0.041,15,10,2,5,0,4,1,10566,0,15,38,0
0.301,0,0.041,15,10,2,3,0,1,1,0,0,40,38,1
0.110,1,0.120,11,9,4,4,3,4,1,0,1719,16,38,0
0.027,-1,0.026,15,10,4,-1,3,2,0,0,0,20,38,0
0.137,3,0.132,11,9,4,5,3,4,1,0,0,40,38,0
0.137,3,0.204,7,12,4,3,1,4,1,3325,0,40,38,0
0.438,3,0.123,12,14,2,3,0,4,1,0,0,65,38,1
0.014,-1,0.007,0,6,4,-1,3,4,1,0,0,40,38,0
0.178,3,0.068,1,7,0,5,3,4,1,0,0,40,38,0
0.288,5,0.169,15,10,2,13,0,4,1,0,0,40,38,0
0.493,3,0.156,15,10,5,0,3,4,1,0,0,40,4,0
0.055,3,0.191,15,10,4,7,1,4,0,0,0,25,38,0
0.055,-1,0.114,15,10,4,-1,3,4,0,0,0,25,38,0
0.370,4,0.143,11,9,2,2,0,4,1,99999,0,50,-1,1
0.041,3,0.167,11,9,4,6,3,2,1,0,0,40,38,0
0.274,3,0.013,11,9,2,2,0,4,1,0,0,51,38,0
0.096,3,0.195,11,9,4,5,1,4,1,0,0,40,38,0
0.055,3,0.434,11,9,4,2,1,2,1,0,0,32,38,0
0.110,5,0.084,1,7,4,11,3,4,1,0,0,40,38,0
0.041,3,0.195,15,10,4,7,3,4,0,0,0,24,38,0
0.082,3,0.328,7,12,4,11,3,4,0,0,0,35,38,0
0.178,3,0.057,7,12,3,0,4,4,0,0,0,45,38,0
0.493,3,0.226,15,10,2,3,5,4,0,0,0,40,38,1
0.178,3,0.046,15,10,2,11,0,4,1,0,0,40,38,0
0.466,3,0.148,11,9,2,6,0,4,1,0,0,45,38,0
0.466,5,0.116,11,9,2,11,0,4,1,0,0,40,38,1
0.219,1,0.098,12,14,2,3,0,4,1,0,0,40,38,0
0.301,3,0.140,11,9,2,6,0,4,1,0,0,43,38,0
0.671,3,0.083,11,9,2,11,0,4,1,0,0,40,38,0
0.356,3,0.183,7,12,0,9,1,4,0,4650,0,40,38,0
0.384,3,0.077,12,14,2,3,0,4,1,0,1977,60,38,1
0.288,4,0.029,15,10,2,2,0,4,1,0,0,38,38,0
0.315,3,0.150,5,4,5,7,1,4,0,0,0,25,38,0
0.479,3,0.097,4,3,4,6,1,4,0,0,0,40,-1,0
0.014,3,0.281,11,9,4,11,3,2,0,0,0,40,38,0
0.562,3,0.025,11,9,2,0,5,4,0,0,0,40,38,1
0.589,3,0.007,12,14,0,11,1,4,1,0,0,50,38,0
0.219,3,0.242,9,13,4,5,2,4,0,0,0,40,25,0
0.384,3,0.154,11,9,4,0,3,4,1,0,0,40,38,0
0.479,1,0.172,15,10,6,12,4,4,0,0,0,40,38,0
0.260,3,0.117,11,9,2,13,0,4,1,0,0,70,38,1
0.562,5,0.129,6,5,5,2,1,4,1,0,0,40,38,0
0.671,-1,0.032,0,6,2,-1,5,4,0,0,0,40,38,0
0.137,3,0.065,9,13,2,11,2,4,1,0,0,40,38,1
0.493,3,0.108,9,13,0,9,1,4,1,14344,0,55,38,1
0.151,3,0.121,11,9,0,7,1,4,0,0,1741,52,38,0
0.301,5,0.036,7,12,2,0,5,4,0,0,0,40,38,1
0.534,6,0.037,12,14,0,9,1,4,0,0,0,39,38,0
0.507,3,0.167,15,10,2,9,0,4,1,0,0,40,38,1
0.548,3,0.135,9,13,0,3,1,4,0,0,0,45,38,1
0.493,1,0.129,5,4,2,13,0,2,1,0,0,40,38,0
0.247,3,0.196,2,8,4,6,4,2,0,0,0,40,38,0
0.096,3,0.152,15,10,4,7,1,4,1,0,0,30,38,0
0.274,3,0.012,1,7,4,13,1,4,1,0,0,60,38,1
0.151,-1,0.091,11,9,0,-1,3,4,0,0,0,10,38,0
0.096,3,0.085,6,5,4,2,2,3,1,0,0,58,12,0
0.151,5,0.183,9,13,4,9,1,4,0,0,0,4,38,0
0.329,3,0.071,11,9,2,13,0,4,1,0,1977,50,38,1
0.411,3,0.223,11,9,0,8,1,4,0,0,0,4,38,0
0.082,1,0.030,9,13,4,9,1,4,0,0,0,40,38,0
0.589,3,0.102,14,15,2,3,0,4,1,0,1902,40,38,1
0.178,3,0.163,9,13,2,9,5,4,0,0,0,40,38,0
0.260,3,0.172,11,9,4,13,3,2,1,0,0,48,38,0
0.205,6,0.131,15,10,3,4,3,4,1,0,0,50,38,0
0.274,3,0.153,11,9,2,0,5,4,0,0,0,40,38,0
0.425,3,0.205,4,3,2,13,0,4,1,0,0,40,38,0
0.096,3,0.212,9,13,4,0,3,4,1,0,0,35,38,0
0.356,-1,0.316,11,9,2,-1,0,4,1,0,0,50,38,0
0.205,3,0.101,15,10,2,3,0,4,1,0,0,40,38,0
0.753,4,0.093,14,15,2,9,0,4,1,20051,0,48,38,1
0.315,3,0.126,11,9,2,6,0,4,1,0,0,40,25,0
0.425,3,0.120,12,14,4,6,1,4,1,0,0,40,38,0
0.370,3,0.229,15,10,2,2,0,2,1,0,0,38,38,1
0.384,3,0.041,11,9,0,3,1,4,0,0,0,46,38,0
0.123,3,0.015,15,10,0,0,1,4,0,0,0,40,38,0
0.397,3,0.109,15,10,2,11,5,4,0,0,0,40,38,1
0.247,1,0.148,11,9,2,13,0,4,1,0,0,45,38,0
0.411,5,0.061,9,13,2,3,0,4,1,0,0,30,38,0
0.384,1,0.094,15,10,2,7,5,2,0,0,0,25,38,0
0.123,6,0.106,12,14,4,9,1,4,0,0,0,40,38,0
0.123,3,0.082,15,10,4,11,3,4,1,0,0,42,38,0
0.329,4,0.157,15,10,2,2,0,4,1,0,0,40,-1,1
0.219,3,0.143,15,10,4,5,2,4,1,0,0,40,25,0
0.123,3,0.040,9,13,4,9,1,1,0,0,0,40,29,0
0.205,3,0.055,11,9,0,6,1,4,1,0,0,40,38,0
0.178,3,0.152,15,10,4,0,4,4,0,0,0,30,38,0
0.082,3,0.153,15,10,4,0,4,2,0,0,0,40,37,0
0.164,3,0.152,7,12,0,2,4,4,0,0,0,38,38,0
0.616,-1,0.173,15,10,0,-1,1,4,0,0,0,40,38,0
0.315,3,0.127,7,12,2,3,0,4,1,0,1848,55,38,1
0.260,3,0.043,11,9,2,2,0,4,1,0,0,52,38,0
0.658,-1,0.071,8,11,2,-1,5,4,0,0,0,56,38,1
0.438,5,0.105,11,9,2,11,0,4,1,0,0,40,38,0
0.055,3,0.146,11,9,4,0,3,4,1,0,0,40,38,0
0.288,3,0.106,11,9,2,3,0,4,1,0,0,40,38,0
0.247,0,0.145,9,13,6,0,1,4,1,0,0,40,38,1
0.753,3,0.103,15,10,6,0,4,2,0,0,0,20,38,0
0.288,6,0.029,15,10,0,12,4,4,0,0,0,10,38,0
0.055,3,0.043,15,10,2,11,5,0,0,0,0,40,38,0
0.329,3,0.250,15,10,4,7,3,4,1,0,0,50,38,0
0.151,3,0.124,8,11,4,0,2,4,1,0,0,40,20,0
0.397,3,0.169,11,9,0,2,1,4,1,0,0,40,38,0
0.342,6,0.226,9,13,2,3,0,4,1,0,0,48,38,1
0.534,1,0.164,11,9,0,3,1,4,0,0,0,40,38,0
0.192,3,0.153,9,13,2,13,0,4,1,0,0,55,25,0
0.000,4,0.034,0,6,4,2,3,4,1,0,0,40,38,0
0.233,3,0.051,9,13,2,9,0,4,1,0,0,45,38,1
0.644,3,0.033,11,9,6,11,1,4,0,8614,0,50,9,1
0.329,3,0.117,8,11,4,2,1,4,0,0,0,40,-1,0
0.137,3,0.123,7,12,3,2,1,4,1,0,0,50,38,0
0.219,6,0.100,9,13,2,3,0,1,1,0,0,40,29,0
0.151,3,0.096,15,10,2,13,5,4,0,0,0,45,38,0
0.329,5,0.137,11,9,0,13,1,4,1,0,1590,40,38,0
0.082,4,0.128,9,13,4,0,3,4,0,0,0,35,38,0
0.247,5,0.127,15,10,2,7,0,4,1,0,0,60,38,0
0.452,3,0.079,4,3,2,5,0,4,1,0,0,55,-1,0
0.110,3,0.154,11,9,4,11,3,2,1,0,0,40,38,0
0.137,3,0.173,15,10,2,6,0,4,1,0,0,40,38,0
0.041,1,0.212,11,9,4,5,3,2,1,0,0,40,38,0
0.329,3,0.110,11,9,0,5,4,4,1,0,0,40,38,0
0.342,3,0.095,11,9,6,11,4,0,0,0,0,40,38,0
0.342,3,0.228,0,6,2,2,0,4,1,0,0,35,38,0
0.068,3,0.134,11,9,5,0,2,4,0,0,0,40,38,0
0.274,3,0.050,15,10,0,0,4,4,0,0,0,45,38,0
0.260,3,0.166,11,9,4,5,1,4,1,0,0,40,38,0
0.192,3,0.098,9,13,2,11,0,4,1,7688,0,55,38,1
0.329,3,0.201,1,7,2,2,0,4,1,0,0,40,38,0
0.082,3,0.150,11,9,4,5,1,2,1,0,0,40,38,0
0.055,1,0.139,15,10,4,0,3,4,0,0,0,40,25,0
0.123,3,0.124,9,13,4,9,1,4,0,0,0,55,38,0
0.356,1,0.174,11,9,5,7,1,4,1,0,0,40,38,0
0.384,3,0.179,7,12,6,12,4,4,1,0,0,40,38,1
0.110,5,0.121,7,12,4,11,1,4,1,0,0,50,38,0
0.041,3,0.288,11,9,4,6,1,4,1,0,0,50,38,0
0.685,3,0.110,11,9,4,3,1,4,0,0,0,35,38,0
0.247,3,0.165,6,5,2,2,0,3,1,0,0,40,25,0
0.479,3,0.067,15,10,2,6,0,0,1,0,0,40,38,0
0.068,3,0.129,9,13,4,3,2,4,0,0,0,20,38,0
0.068,5,0.075,15,10,4,2,1,4,1,0,0,48,38,0
0.068,-1,0.098,15,10,4,-1,3,4,0,0,0,40,38,0
0.247,3,0.091,15,10,4,0,1,4,0,0,0,40,38,0
0.055,3,0.131,15,10,4,11,3,2,0,0,0,25,38,0
0.082,3,0.124,9,13,4,9,1,1,1,0,0,55,20,0
0.370,3,0.136,11,9,2,2,0,4,1,2829,0,42,38,0
0.055,-1,0.107,15,10,4,-1,1,4,0,0,0,40,38,0
0.466,5,0.093,15,10,2,4,0,4,1,0,0,75,38,0
0.301,3,0.059,9,13,4,9,1,4,1,0,0,40,38,1
0.014,3,0.070,11,9,4,7,3,4,1,0,0,25,38,0
0.219,5,0.075,11,9,2,13,0,4,1,0,0,50,38,0
0.356,3,0.029,15,10,2,2,0,4,1,0,0,40,38,0
0.096,3,0.084,15,10,2,12,0,4,1,0,0,40,38,0
0.315,3,0.072,11,9,5,7,4,2,0,0,0,40,38,0
0.397,3,0.110,11,9,0,0,4,4,0,0,0,45,38,0
0.329,3,0.169,4,3,3,4,1,4,1,0,0,35,25,0
0.164,3,0.174,11,9,2,2,0,4,1,0,0,40,38,0
0.027,3,0.179,15,10,4,11,3,4,0,0,0,25,38,0
0.192,1,0.074,11,9,2,2,0,4,1,0,0,70,38,1
0.151,3,0.269,1,7,2,2,1,4,1,0,0,60,38,1
0.068,3,0.088,0,6,4,2,4,4,1,0,0,40,38,0
0.219,3,0.108,15,10,0,5,3,4,1,0,0,40,38,0
0.055,3,0.270,15,10,4,0,3,4,0,0,0,35,38,0
0.370,3,0.117,8,11,0,3,4,4,0,0,0,40,38,0
0.137,6,0.182,12,14,4,9,1,4,1,0,0,40,38,0
0.342,1,0.074,15,10,2,3,0,4,1,15024,0,40,38,1
0.438,3,0.035,11,9,0,13,1,4,1,0,0,90,38,0
0.110,3,0.073,11,9,2,11,0,4,1,0,0,40,38,0
0.123,3,0.126,11,9,4,2,3,4,1,0,0,40,38,0
0.247,6,0.112,11,9,2,10,0,4,1,0,0,40,38,1
0.205,-1,0.185,7,12,4,-1,4,4,1,0,0,20,38,0
0.534,3,0.174,11,9,0,13,4,4,0,0,0,35,38,0
0.082,1,0.219,9,13,4,0,1,4,1,0,0,32,38,0
0.137,3,0.163,15,10,4,0,1,4,0,0,0,40,38,0
0.356,1,0.145,15,10,2,2,0,2,1,0,0,40,38,1
0.603,-1,0.021,9,13,4,-1,1,4,1,0,0,7,38,1
0.151,3,0.140,7,12,2,6,0,4,1,0,0,40,38,0
0.260,3,0.080,9,13,2,9,5,1,0,0,0,35,29,1
0.055,3,0.118,15,10,4,0,3,3,0,0,0,20,4,0
0.219,3,0.009,7,12,4,7,4,0,0,0,0,40,38,0
0.041,3,0.054,15,10,4,5,3,4,1,0,0,20,38,0
0.384,3,0.093,15,10,0,2,1,4,1,0,0,50,38,0
0.658,4,0.109,9,13,2,3,0,4,1,0,0,44,25,1
0.192,3,0.210,7,12,0,11,4,4,0,0,880,45,38,0
0.493,3,0.111,15,10,2,11,0,4,1,0,0,45,38,1
0.055,3,0.014,0,6,4,6,3,4,1,0,0,25,38,0
0.548,5,0.024,15,10,2,4,0,4,1,0,0,50,38,0
0.712,3,0.149,15,10,2,0,0,4,1,0,0,15,9,1
0.274,3,0.140,11,9,2,7,0,4,1,0,0,40,38,0
0.548,3,0.042,11,9,2,7,0,4,1,0,0,30,38,0
0.397,1,0.122,1,7,2,5,0,2,1,0,0,40,38,0
0.014,3,0.196,11,9,4,11,3,0,0,0,0,20,38,0
0.452,1,0.060,12,14,2,3,0,4,1,0,0,60,38,1
0.342,3,0.096,9,13,2,13,0,4,1,0,0,58,38,0
0.164,3,0.044,1,7,5,11,1,4,0,0,2754,42,38,0
0.370,3,0.062,11,9,2,11,5,4,0,0,0,40,38,1
0.192,3,0.276,7,12,2,2,0,4,1,0,0,40,38,1
0.260,3,0.025,7,12,2,3,0,4,1,7688,0,44,38,1
0.507,4,0.099,14,15,2,9,0,4,1,99999,0,40,38,1
0.342,3,0.052,11,9,2,9,0,4,1,0,0,48,38,0
0.219,3,0.211,9,13,2,0,5,4,0,0,0,5,38,1
0.068,3,0.158,15,10,4,2,1,4,1,0,0,40,38,0
0.288,3,0.183,11,9,2,2,0,2,1,0,0,40,38,0
0.466,3,0.214,15,10,6,0,1,4,0,0,0,40,38,0
0.507,3,0.184,15,10,2,13,0,4,1,0,0,45,38,1
0.452,3,0.099,15,10,2,6,0,4,1,0,0,40,38,0
0.671,3,0.134,15,10,2,12,0,4,1,0,0,40,38,1
0.329,5,0.184,8,11,0,11,1,4,1,0,0,60,38,0
0.247,5,0.119,6,5,2,2,0,4,1,0,0,50,38,0
0.384,3,0.179,15,10,3,11,1,4,1,0,0,40,38,0
0.260,3,0.199,9,13,2,9,0,4,1,0,0,42,38,0
0.123,3,0.235,15,10,2,11,0,4,1,0,0,50,-1,0
0.123,3,0.060,11,9,0,3,1,4,0,0,0,41,38,0
0.219,5,0.115,9,13,4,13,1,4,1,0,0,40,-1,0
0.644,0,0.050,7,12,2,7,0,1,1,0,0,40,38,1
0.575,1,0.276,11,9,2,0,5,4,0,0,0,38,38,1
0.466,3,0.153,15,10,0,0,4,4,0,0,0,40,38,0
0.219,3,0.099,11,9,4,6,1,4,1,0,0,40,38,0
0.219,6,0.192,15,10,5,0,3,2,1,0,0,35,38,0
0.452,3,0.113,12,14,2,9,0,4,1,0,0,50,38,1
0.342,3,0.013,11,9,5,6,4,4,0,0,0,40,38,0
0.096,5,0.108,7,12,4,2,3,4,1,0,0,40,38,0
0.288,1,0.108,9,13,0,9,3,2,0,0,0,40,38,0
0.356,1,0.136,11,9,0,13,1,4,1,0,0,40,38,0
0.466,3,0.127,9,13,2,3,0,4,1,0,1977,60,-1,1
0.192,3,0.079,11,9,2,2,0,4,1,0,0,40,38,0
0.329,1,0.252,8,11,4,7,1,4,1,0,0,40,38,0
0.164,3,0.152,11,9,2,7,0,2,1,0,0,50,38,0
0.151,1,0.233,9,13,4,9,2,4,1,0,0,50,38,0
0.342,3,0.043,11,9,2,0,0,4,1,0,0,45,38,0
0.548,3,0.006,15,10,2,11,0,4,1,0,1902,40,38,1
0.507,3,0.103,11,9,4,9,1,4,1,0,0,40,38,0
0.164,3,0.029,15,10,0,2,4,4,1,0,0,35,38,1
0.055,3,0.107,15,10,4,7,3,4,1,0,0,35,21,0
0.466,3,0.198,9,13,4,9,1,4,1,0,0,40,38,0
0.082,3,0.146,2,8,4,6,3,4,0,0,0,40,38,0
0.137,3,0.134,11,9,2,2,0,4,1,0,0,40,38,0
0.096,3,0.173,9,13,4,0,1,4,1,0,0,32,38,0
0.110,3,0.061,9,13,4,9,1,4,1,0,0,50,38,0
0.164,3,0.116,11,9,2,6,0,4,1,3137,0,48,20,0
0.055,3,0.072,15,10,4,7,1,4,0,0,0,30,38,0
0.014,-1,0.154,11,9,4,-1,3,4,0,0,0,45,38,0
0.164,3,0.016,15,10,0,0,4,4,0,0,0,20,38,0
0.151,-1,0.189,11,9,5,-1,4,2,0,0,0,30,38,0
0.370,3,0.179,15,10,2,2,0,4,1,0,0,40,38,0
0.274,3,0.119,9,13,4,0,1,4,0,0,0,35,38,0
0.192,-1,0.162,11,9,2,-1,5,4,0,0,0,30,25,0
0.233,3,0.135,11,9,5,0,4,4,0,7443,0,35,38,0
0.466,3,0.095,1,7,0,6,1,4,1,0,0,40,38,0
0.178,3,0.062,11,9,4,7,4,2,0,0,0,32,38,0
0.342,5,0.192,12,14,2,3,0,4,1,0,0,50,38,1
0.137,3,0.126,15,10,3,3,1,4,0,0,0,40,38,0
0.082,3,0.125,15,10,4,0,3,2,0,0,0,24,38,0
0.411,3,0.051,12,14,0,3,4,4,1,0,0,42,38,0
0.137,3,0.017,9,13,4,9,1,4,1,0,0,40,-1,0
0.521,0,0.136,12,14,0,3,1,4,1,0,0,40,-1,1
0.370,3,0.028,12,14,2,9,0,4,1,7298,0,40,38,1
0.178,3,0.079,15,10,2,11,0,4,1,0,1848,40,38,1
0.247,1,0.158,9,13,0,9,1,4,1,0,0,50,38,0
0.233,3,0.153,11,9,2,3,0,4,1,0,0,40,38,0
0.288,1,0.134,9,13,2,2,0,4,1,0,1740,40,38,0
0.589,-1,0.253,9,13,3,-1,4,2,0,0,0,15,38,0
0.151,-1,0.120,7,12,4,-1,2,4,1,0,0,40,38,0
0.096,3,0.123,11,9,2,10,0,4,1,0,0,40,38,0
0.466,3,0.101,9,13,0,0,1,4,0,0,0,40,-1,0
0.164,0,0.076,8,11,2,12,0,4,1,0,0,42,38,1
0.274,3,0.068,11,9,2,11,0,4,1,0,0,40,38,0
0.411,-1,0.200,11,9,2,-1,0,4,1,0,0,40,38,0
0.055,6,0.117,15,10,4,0,3,4,0,0,0,35,38,0
0.301,5,0.096,11,9,0,4,1,4,1,8614,0,50,38,1
0.397,3,0.185,11,9,2,4,0,4,1,4064,0,55,38,0
0.384,3,0.107,8,11,2,3,5,4,0,0,0,40,38,1
0.082,3,0.152,11,9,4,7,3,2,1,0,0,12,38,0
0.329,3,0.107,15,10,0,11,4,4,1,0,0,46,38,0
0.781,5,0.065,15,10,2,3,0,4,1,0,0,4,38,0
0.123,3,0.167,15,10,4,7,3,4,1,0,0,40,38,0
0.397,1,0.036,9,13,2,3,0,4,1,0,0,48,38,1
0.397,3,0.121,4,3,2,0,5,4,0,0,0,40,21,0
0.315,3,0.029,8,11,2,9,0,4,1,0,0,40,38,1
0.863,3,0.051,15,10,4,9,1,4,1,0,1816,60,38,0
0.151,3,0.136,11,9,2,3,0,4,1,0,0,50,38,0
0.329,3,0.232,15,10,2,13,0,4,1,0,0,65,38,1
0.384,1,0.119,12,14,2,9,0,4,1,0,0,50,38,1
0.192,5,0.083,15,10,2,9,0,4,1,0,0,50,38,1
0.301,5,0.015,11,9,2,4,0,4,1,0,0,50,38,0
0.438,3,0.070,11,9,2,6,0,4,1,0,0,40,38,0
0.205,3,0.302,11,9,2,10,0,4,1,0,0,90,38,0
0.164,3,0.177,11,9,3,13,3,4,1,0,0,30,38,0
0.329,3,0.069,12,14,2,9,0,4,1,0,0,40,8,0
0.000,3,0.105,2,8,4,11,3,4,0,0,0,6,38,0
0.164,3,0.045,11,9,2,6,0,4,1,0,0,40,38,0
0.288,3,0.079,15,10,2,2,0,4,1,0,0,40,38,0
0.055,3,0.048,15,10,4,7,1,4,0,0,0,25,10,0
0.493,3,0.082,5,4,0,6,1,4,0,0,0,40,38,0
0.096,3,0.160,9,13,4,12,3,4,1,0,0,40,38,0
0.123,1,0.186,9,13,2,9,5,2,0,0,0,40,38,1
0.192,3,0.163,9,13,2,9,0,4,1,0,0,50,38,0
0.082,6,0.241,9,13,4,9,1,4,0,0,0,40,38,0
0.342,5,0.223,8,11,0,2,1,4,1,0,0,40,0,0
0.370,3,0.130,9,13,4,9,3,4,1,10520,0,40,38,1
0.027,3,0.117,11,9,4,7,3,4,0,0,1721,40,38,0
0.479,3,0.191,9,13,2,9,0,4,1,0,0,40,38,1
0.384,3,0.155,12,14,4,9,1,4,0,0,0,40,38,0
0.370,3,0.138,11,9,0,7,1,4,1,0,0,37,38,0
0.575,3,0.280,11,9,3,0,4,4,0,0,0,20,32,0
0.384,4,0.109,9,13,2,3,0,4,1,0,0,45,38,1
0.671,3,0.087,11,9,6,8,1,4,0,0,0,8,38,0
0.836,5,0.117,11,9,2,4,0,4,1,3471,0,50,38,0
0.219,3,0.053,11,9,4,0,1,4,0,0,0,40,38,0
0.466,3,0.138,9,13,4,11,1,4,0,0,1564,43,38,1
0.274,3,0.018,11,9,2,13,0,4,1,0,0,50,38,0
0.370,3,0.105,11,9,2,2,0,4,1,0,0,40,30,0
0.342,3,0.014,7,12,2,11,0,4,1,0,0,45,38,1
0.507,5,0.059,15,10,2,2,0,4,1,0,0,40,20,1
0.027,3,0.153,15,10,4,7,3,4,1,0,0,3,38,0
0.384,3,0.148,15,10,3,0,1,4,0,0,0,40,38,0
0.685,1,0.130,9,13,2,9,0,4,1,0,0,10,38,0
0.384,4,0.097,4,3,2,2,0,4,1,0,0,40,-1,1
0.068,3,0.033,15,10,4,2,1,4,1,0,0,40,38,0
0.055,3,0.072,15,10,4,6,3,4,1,0,0,20,38,0
0.370,3,0.060,9,13,2,11,0,4,1,0,0,60,38,0
0.082,3,0.071,15,10,4,5,3,4,1,0,0,35,38,0
0.562,1,0.058,11,9,2,3,0,4,1,0,0,50,38,0
0.219,3,0.097,9,13,2,0,5,4,0,0,0,40,38,0
0.329,3,0.075,11,9,2,0,0,4,1,0,0,40,38,0
0.082,3,0.065,9,13,4,0,3,4,0,0,0,40,38,0
0.658,-1,0.148,11,9,2,-1,0,4,1,0,0,45,10,0
0.205,3,0.145,4,3,3,2,2,4,1,0,0,40,7,0
0.384,1,0.028,1,7,2,7,5,4,0,0,0,25,38,0
